productTitle,productPrice,averageRating,reviewTitle,reviewDescription,fiveStarRatingCount,fourStarRatingCount,threeStarRatingCount,twoStarRatingCount,oneStarRatingCount
Boult Audio Air Bass Free Pods Bluetooth Headset,"₹1,799",3.6,Don't waste your money,The Boult Audio Air Bass Freepods connectivity is soo poor and it will be disconnected automatically after half an hour.I fully charged the case then also it always shows 70% battery. When I'm listing any songs or watching videos after half an hour the right side earbuds disconnected automatically. The sound quality is good but the touch button is also bad. I complain about boult audio and Flipkart for return but not receive any response. Suggestion to other buyers please think before buy.T...,"27,903","13,033","8,194","4,845","11,857"
ZEBRONICS ZEB-THUNDER Bluetooth Headset,₹771,4,Awesome,Excellent in this price range,"22,341","9,884","5,163","2,001","4,089"
"vivo V5 (Crown gold, 32 GB)","₹17,980",4.3,Delightful,Nice one.... Worthable,"4,621","1,816",607,228,477
"Redmi 6 (Blue, 32 GB)","₹8,499",4.4,Must buy!,nice phone ever,"3,65,023","1,12,835","41,299","13,591","25,713"
Skullcandy Ink'd Headset with mic,₹999,4,Terrible product,Worst product in terms of durability. Poor design and gets tangled every time. Do not buy it waste of money. Instead put some extra bucks and go for house of Marley,"87,643","41,556","16,487","7,956","20,829"
DELL MS 116 Wired Optical Mouse,₹289,4.4,Highly recommended,Great Product to buy,"40,140","17,154","4,495","1,127","2,215"
Boult Audio Air Bass Free Pods Bluetooth Headset,"₹1,799",3.6,Just okay,"I really like the product. Excellent sound quality but it doesn’t have much heavy bass but it’s fine. The built quality of the pods is really nice but the case disappointed me. Battery run upto 4-5 hours. The only thing i felt bad on this product is the buds. because its not comfortable for my ears and I felt little pain when i put it for so long, at least you should give extra buds with different sizeOverall the product is decent and it’s value for money","27,903","13,033","8,194","4,845","11,857"
ZEBRONICS ZEB-THUNDER Bluetooth Headset,₹771,4,Worth the money,Quality good,"22,341","9,884","5,163","2,001","4,089"
"vivo V5 (Crown gold, 32 GB)","₹17,980",4.3,Very Good,Pure Awsome,"4,621","1,816",607,228,477
"Redmi 6 (Blue, 32 GB)","₹8,499",4.4,Classy product,Good,"3,65,023","1,12,835","41,299","13,591","25,713"
Skullcandy Ink'd Headset with mic,₹999,4,Utterly Disappointed,Earphones get damaged very quickly,"87,643","41,556","16,487","7,956","20,829"
DELL MS 116 Wired Optical Mouse,₹289,4.4,Highly recommended,Nice product,"40,140","17,154","4,495","1,127","2,215"
Boult Audio Air Bass Free Pods Bluetooth Headset,"₹1,799",3.6,Wonderful,Nice product,"27,903","13,033","8,194","4,845","11,857"
ZEBRONICS ZEB-THUNDER Bluetooth Headset,₹771,4,Hated it!,Don't buy because it's cheap. Poorly built. On/Off button was broken when I received it.,"22,341","9,884","5,163","2,001","4,089"
"vivo V5 (Crown gold, 32 GB)","₹17,980",4.3,Pretty good,Osm phn with good feature at this rangeVivo just Nailed IT,"4,621","1,816",607,228,477
"Redmi 6 (Blue, 32 GB)","₹8,499",4.4,Super!,good,"3,65,023","1,12,835","41,299","13,591","25,713"
Boult Audio Air Bass Free Pods Bluetooth Headset,"₹1,799",3.6,Not recommended at all,Worst product.. battery is not working after a month,"27,903","13,033","8,194","4,845","11,857"
"Redmi 6 (Blue, 32 GB)","₹8,499",4.4,Good,good performance,"3,65,023","1,12,835","41,299","13,591","25,713"
"Redmi 6 (Blue, 32 GB)","₹8,499",4.4,Highly recommended,nice,"3,65,023","1,12,835","41,299","13,591","25,713"
"Redmi 6 (Blue, 32 GB)","₹8,499",4.4,Good quality product,not bad,"3,65,023","1,12,835","41,299","13,591","25,713"
"Redmi 6 (Blue, 32 GB)","₹8,499",4.4,Brilliant,Good,"3,65,023","1,12,835","41,299","13,591","25,713"
"Redmi 6 (Blue, 32 GB)","₹8,499",4.4,Nice,nice,"3,65,023","1,12,835","41,299","13,591","25,713"
APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Gold),"₹38,600",4.7,Working well,Original,"25,867","5,601",875,273,663
Mivi Play 5 W Portable Bluetooth Speaker,₹899,4.3,Worth every penny,Beautiful surrounding sound quality. Well built-up. Very cute looking..,"25,867","11,217","3,946","1,369","2,569"
APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Gold),"₹38,600",4.7,Terrific! ,Ordered this 3 months back. Working perfectly fine. You can order it from here. No cost EMI Is an added benefit,"25,867","5,601",875,273,663
"Redmi Note 5 Pro (Lake Blue, 64 GB)","₹12,999",4.5,Perfect product!,it's been 10 months and phone doesn't feel outdated in any way. Brilliant and Clear CameraExcellent Battery LifePerformance PowerPacked Solid Built Perfect All Rounder from Redmi,"8,32,766","2,27,095","52,897","16,960","43,044"
Mivi Play 5 W Portable Bluetooth Speaker,₹899,4.3,Pretty good,Nice,"25,867","11,217","3,946","1,369","2,569"
APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Gold),"₹38,600",4.7,Best in the market!,Its a beast in gaming no lags in performance. You can play pubg butter smooth. Its best value for money device in entire apple ecosystem. Excellent display quality and sound and great battery life.,"25,867","5,601",875,273,663
"Redmi Note 5 Pro (Lake Blue, 64 GB)","₹12,999",4.5,Really Nice,It's been a year I have bought this mobile and there is no problem  .But I feel the cost of latest ones of xiaomi  are better with the better features.,"8,32,766","2,27,095","52,897","16,960","43,044"
Mivi Play 5 W Portable Bluetooth Speaker,₹899,4.3,Really Nice,Just for entertenmen,"25,867","11,217","3,946","1,369","2,569"
APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Gold),"₹38,600",4.7,Wonderful,Best feeling is unboxing this marvelous product. Even better than iPhone,"25,867","5,601",875,273,663
"Redmi Note 5 Pro (Lake Blue, 64 GB)","₹12,999",4.5,Worth the money,One of the best phone of Mine.,"8,32,766","2,27,095","52,897","16,960","43,044"
Mivi Play 5 W Portable Bluetooth Speaker,₹899,4.3,Wonderful,Nice,"25,867","11,217","3,946","1,369","2,569"
APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Gold),"₹38,600",4.7,Just wow!,Great Display and performance.Camera a bit average but it is fine for an iPad.,"25,867","5,601",875,273,663
"Redmi Note 5 Pro (Lake Blue, 64 GB)","₹12,999",4.5,Simply awesome,awsum phone.great cameragood battery lifesmooth performancevibrant displaynice touch sensitivity,"8,32,766","2,27,095","52,897","16,960","43,044"
Mivi Play 5 W Portable Bluetooth Speaker,₹899,4.3,Really Nice,Nice product....Sound quality :4.1Bass:5Battery:3.9 (we can get only under 8 Hrs)Build quality:4Valie for money:4.8,"25,867","11,217","3,946","1,369","2,569"
APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Gold),"₹38,600",4.7,Highly recommended,mindblowing purchase best ipad at this price range,"25,867","5,601",875,273,663
"Redmi Note 5 Pro (Lake Blue, 64 GB)","₹12,999",4.5,Perfect product!,perfect deal with perfect product...Great Experience.,"8,32,766","2,27,095","52,897","16,960","43,044"
Mivi Play 5 W Portable Bluetooth Speaker,₹899,4.3,Good quality product,All over good purchasing on this prize.,"25,867","11,217","3,946","1,369","2,569"
APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Gold),"₹38,600",4.7,Really Nice,"iPad is good. but charger gets too hot,  feels like get blasts.","25,867","5,601",875,273,663
"Redmi Note 5 Pro (Lake Blue, 64 GB)","₹12,999",4.5,Must buy!,After 11 month Headphone not connect,"8,32,766","2,27,095","52,897","16,960","43,044"
Mivi Play 5 W Portable Bluetooth Speaker,₹899,4.3,Worth every penny,Excellent product,"25,867","11,217","3,946","1,369","2,569"
APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Gold),"₹38,600",4.7,Fabulous!,Beautiful product.. must for medical students,"25,867","5,601",875,273,663
"Redmi Note 5 Pro (Lake Blue, 64 GB)","₹12,999",4.5,Good quality product,nice phone,"8,32,766","2,27,095","52,897","16,960","43,044"
Mivi Play 5 W Portable Bluetooth Speaker,₹899,4.3,Must buy!,Over powered,"25,867","11,217","3,946","1,369","2,569"
APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Gold),"₹38,600",4.7,Worth every penny,Best for study purpose for student,"25,867","5,601",875,273,663
"Redmi Note 5 Pro (Lake Blue, 64 GB)","₹12,999",4.5,Delightful,good,"8,32,766","2,27,095","52,897","16,960","43,044"
Mivi Play 5 W Portable Bluetooth Speaker,₹899,4.3,Terrific,Good product,"25,867","11,217","3,946","1,369","2,569"
APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Gold),"₹38,600",4.7,Worth the money,Good product,"25,867","5,601",875,273,663
"Redmi Note 5 Pro (Lake Blue, 64 GB)","₹12,999",4.5,Brilliant,the best for the price no other mobile can be matched to this with its price,"8,32,766","2,27,095","52,897","16,960","43,044"
"Redmi Note 5 Pro (Lake Blue, 64 GB)","₹12,999",4.5,Terrific,I have purchased the phone approximately 12months ago and it is working fine without any glitches. The camera is great and the overall performance is superfine for a smartphone at a range of 10K.,"8,32,766","2,27,095","52,897","16,960","43,044"
Himalayan Natives Apple Cider Vinegar,₹129,4.4,Awesome,Quality is good. Very useful.,145,53,17,9,5
Himalayan Natives Apple Cider Vinegar,₹129,4.4,Must buy!,Good,145,53,17,9,5
Skullcandy Ink'd Bluetooth Headset with Mic,"₹2,799",4.1,Terrific purchase,one of the best product I ever buygot for it,"24,997","11,435","4,026","1,654","4,626"
Micromax X072 Dual Sim,₹799,3.9,Nice product,Its a good phone.,"4,449","2,086","1,374",543,961
Himalayan Natives Apple Cider Vinegar,₹129,4.4,Excellent,"This apple cider vinegar is 100%raw and unfiltered. It helps toloose weight, improve heart health and control blood sugar and also insulin levels. No colour and preservatives are added in this vinegar",145,53,17,9,5
Skullcandy Ink'd Bluetooth Headset with Mic,"₹2,799",4.1,Delightful,value for money,"24,997","11,435","4,026","1,654","4,626"
Micromax X072 Dual Sim,₹799,3.9,Not good,Good,"4,449","2,086","1,374",543,961
Himalayan Natives Apple Cider Vinegar,₹129,4.4,Good choice,"It’s a very nice vinegar, I use it in baking and the cupcakes came out to be good",145,53,17,9,5
"Apple iPhone XR (Yellow, 128 GB) (Includes EarPods, Power Adapter)","₹44,999",4.6,Excellent,Value for money,"75,685","15,898","3,418","1,151","3,337"
Skullcandy Ink'd Bluetooth Headset with Mic,"₹2,799",4.1,Really Nice,bass effect is low but good for health...battery backup is ok 7 to 8 hrs,"24,997","11,435","4,026","1,654","4,626"
Micromax X072 Dual Sim,₹799,3.9,Worth the money,Great phone at amzing price with nice features and value for money !! I really loved this product....Thanks Flipkart !!!!!!,"4,449","2,086","1,374",543,961
Himalayan Natives Apple Cider Vinegar,₹129,4.4,Brilliant,The vinegar is totally awesome as I wanted one. Worth using.,145,53,17,9,5
"Apple iPhone XR (Yellow, 128 GB) (Includes EarPods, Power Adapter)","₹44,999",4.6,Perfect product!,If it's your first iPhone just go for it. You 'll love it. Running latest iOS 14.2 what else do you need then don't spend double on 11 11 pro if this is going to be your first just take this beauty home,"75,685","15,898","3,418","1,151","3,337"
Skullcandy Ink'd Bluetooth Headset with Mic,"₹2,799",4.1,Absolute rubbish!,Worst product. That product became dead after 1 month. Then I sent it to Main Center. They replaced it with new piece which is dead exactly after warranty period of 1 year.,"24,997","11,435","4,026","1,654","4,626"
Micromax X072 Dual Sim,₹799,3.9,Terrific,Excellent,"4,449","2,086","1,374",543,961
Himalayan Natives Apple Cider Vinegar,₹129,4.4,Wonderful,This is the first time I'm consuming apple cider vinegar. I'm drinking it every morning empty stomach and I can see the difference it makes. I feel energetic and the metabolism sure have improved. recommend to buy.,145,53,17,9,5
SONY 1 TB External Hard Disk Drive,"₹4,299",4.4,Really Nice,Product is good. the black colour is not very great its look like aluminium but it is made by plastic. the build quality is solid and it's very slim. good product and Flipkart Service also good.,"18,138","7,750","2,237",564,"1,283"
"Apple iPhone XR (Yellow, 128 GB) (Includes EarPods, Power Adapter)","₹44,999",4.6,Value-for-money,This phone is my first iPhone. And Best phone,"75,685","15,898","3,418","1,151","3,337"
Micromax X072 Dual Sim,₹799,3.9,Delightful,Its worth of money,"4,449","2,086","1,374",543,961
Skullcandy Ink'd Bluetooth Headset with Mic,"₹2,799",4.1,Just wow!,Good battery backupLow waightGood product,"24,997","11,435","4,026","1,654","4,626"
SONY 1 TB External Hard Disk Drive,"₹4,299",4.4,Excellent,I got it for Rs 4000 face no issue it works fine on my PC best product by Sony and Thank you Flipkart for such an amazing packaging,"18,138","7,750","2,237",564,"1,283"
Himalayan Natives Apple Cider Vinegar,₹129,4.4,Terrific,Totally best in quality. Like using it. Quality is super good and vingar is as I wanted. Worth buying.,145,53,17,9,5
"Apple iPhone XR (Yellow, 128 GB) (Includes EarPods, Power Adapter)","₹44,999",4.6,Terrific purchase,Nice,"75,685","15,898","3,418","1,151","3,337"
Micromax X072 Dual Sim,₹799,3.9,Highly recommended,Nice product,"4,449","2,086","1,374",543,961
Skullcandy Ink'd Bluetooth Headset with Mic,"₹2,799",4.1,Nice,Product,"24,997","11,435","4,026","1,654","4,626"
SONY 1 TB External Hard Disk Drive,"₹4,299",4.4,Very Good,"Good one , but it will be glad if hardisk cover will be given free with it.","18,138","7,750","2,237",564,"1,283"
Himalayan Natives Apple Cider Vinegar,₹129,4.4,Highly recommended,Very good in taste.very effective.quality is also good.we can drink.Easy to used.good for health.,145,53,17,9,5
"Apple iPhone XR (Yellow, 128 GB) (Includes EarPods, Power Adapter)","₹44,999",4.6,Best in the market!,Pretty super reasonable price,"75,685","15,898","3,418","1,151","3,337"
Micromax X072 Dual Sim,₹799,3.9,Value-for-money,This phone working suuperb I am ordered this two times,"4,449","2,086","1,374",543,961
Skullcandy Ink'd Bluetooth Headset with Mic,"₹2,799",4.1,Must buy!,good build quality with very good mic,"24,997","11,435","4,026","1,654","4,626"
SONY 1 TB External Hard Disk Drive,"₹4,299",4.4,Worth the money,Awesome harddisk. Transfer speed is 20 to 30 mbps. Good experience very good speed. I brought this in 3990/-.  Its a good experience with sony thank you,"18,138","7,750","2,237",564,"1,283"
Himalayan Natives Apple Cider Vinegar,₹129,4.4,Must buy!,Good vinegar.Taste and smell is good.Helps in loosing weight and good for immunity.,145,53,17,9,5
"Apple iPhone XR (Yellow, 128 GB) (Includes EarPods, Power Adapter)","₹44,999",4.6,Highly recommended,Just go for it :),"75,685","15,898","3,418","1,151","3,337"
Micromax X072 Dual Sim,₹799,3.9,Worth the money,Good,"4,449","2,086","1,374",543,961
Skullcandy Ink'd Bluetooth Headset with Mic,"₹2,799",4.1,Decent product,blutooth is connection distance is less.sound quality is okdesign is good,"24,997","11,435","4,026","1,654","4,626"
SONY 1 TB External Hard Disk Drive,"₹4,299",4.4,Wonderful,"This is good hard disk. Transfer speed is also good it is 35 to 45 mb . It supports all operating system like windows, mac, linux and Ubuntu. And a Brand name.","18,138","7,750","2,237",564,"1,283"
Himalayan Natives Apple Cider Vinegar,₹129,4.4,Brilliant,Super Apple cider vinegar Slim our body and lot of work Amazing and packing super Must buy,145,53,17,9,5
"Apple iPhone XR (Yellow, 128 GB) (Includes EarPods, Power Adapter)","₹44,999",4.6,Mind-blowing purchase,Amazing phone😍❤️💎,"75,685","15,898","3,418","1,151","3,337"
Micromax X072 Dual Sim,₹799,3.9,Could be way better,"Wrong information given. USB cable not received even replace two times. And micromax x072, not have 256 Ram. Even internal storage is only 85 kb. Miss guide by flipkart...........","4,449","2,086","1,374",543,961
SONY 1 TB External Hard Disk Drive,"₹4,299",4.4,Wonderful,"Loved it....Awsome Product from Sony.....got it just for Rs 3699 workng perfect , transfer speed max 90Mbps and i think it is sufficient , just go for it without any thinking.","18,138","7,750","2,237",564,"1,283"
Skullcandy Ink'd Bluetooth Headset with Mic,"₹2,799",4.1,Super!,"sound quality is good, battery backup awesome,","24,997","11,435","4,026","1,654","4,626"
"Apple iPhone XR (Yellow, 128 GB) (Includes EarPods, Power Adapter)","₹44,999",4.6,Simply awesome,Just Love It,"75,685","15,898","3,418","1,151","3,337"
Micromax X072 Dual Sim,₹799,3.9,One Star,It does not give refund,"4,449","2,086","1,374",543,961
SONY 1 TB External Hard Disk Drive,"₹4,299",4.4,Excellent,Its a great product. Transfers at a constant speed of 35mbps.Sleek design and trust of sony. Highly recommended hd. i got it in offer at 3800 ₹☺.Dont' think just go for it. if u r a rough type of user then this is better for you compared to that seagate slim hd.,"18,138","7,750","2,237",564,"1,283"
Skullcandy Ink'd Bluetooth Headset with Mic,"₹2,799",4.1,Delightful,very good product,"24,997","11,435","4,026","1,654","4,626"
"Apple iPhone XR (Yellow, 128 GB) (Includes EarPods, Power Adapter)","₹44,999",4.6,Simply awesome,Fantastic product,"75,685","15,898","3,418","1,151","3,337"
SONY 1 TB External Hard Disk Drive,"₹4,299",4.4,Terrific,Does not work well with desktops.... Superb with laptops and smart tv,"18,138","7,750","2,237",564,"1,283"
"Apple iPhone XR (Yellow, 128 GB) (Includes EarPods, Power Adapter)","₹44,999",4.6,Fabulous!,Go for XR if you are interested in buying iphone 11,"75,685","15,898","3,418","1,151","3,337"
SONY 1 TB External Hard Disk Drive,"₹4,299",4.4,Brilliant,Anybody looking for a good and fast hard disk than go for this one.. it's fast. Works around 100MBPS for transferring.. nice product.,"18,138","7,750","2,237",564,"1,283"
SONY 1 TB External Hard Disk Drive,"₹4,299",4.4,Decent product,awsm good great experience great strorge for everything ... now you are happy flipkart,"18,138","7,750","2,237",564,"1,283"
CITIZEN ch 432 delux ch-432 Bp Monitor,"₹1,999",4.2,Terrific purchase,Good,995,488,185,60,86
CITIZEN ch 432 delux ch-432 Bp Monitor,"₹1,999",4.2,Perfect product!,Awesome product,995,488,185,60,86
CITIZEN ch 432 delux ch-432 Bp Monitor,"₹1,999",4.2,Classy product,Good quality,995,488,185,60,86
SAMSUNG Guru Music 2,"₹2,170",4.3,Must buy!,Nice products,"1,13,600","41,960","14,913","5,120","9,401"
CITIZEN ch 432 delux ch-432 Bp Monitor,"₹1,999",4.2,Excellent,Excellent product for non medico people to keep a check on ur bp,995,488,185,60,86
SAMSUNG Guru Music 2,"₹2,170",4.3,Don't waste your money,it's mice problem .sound is not working properly,"1,13,600","41,960","14,913","5,120","9,401"
CITIZEN ch 432 delux ch-432 Bp Monitor,"₹1,999",4.2,Simply awesome,Good product.affordable price..use Duracell batteries..remove them after use to have longer battery life,995,488,185,60,86
SAMSUNG Guru Music 2,"₹2,170",4.3,Worthless,not sound,"1,13,600","41,960","14,913","5,120","9,401"
Dr. Morepen BP-11 Bp Monitor,"₹1,099",4.1,Good quality product,good,"25,521","16,365","6,256","1,753","2,985"
CITIZEN ch 432 delux ch-432 Bp Monitor,"₹1,999",4.2,Worth every penny,Easy to use,995,488,185,60,86
TOSHIBA M203 256 GB MicroSD Card Class 10 100 MB/s  Memory Card,"₹6,000",4.2,Very Good,over all good product,"15,130","7,208","2,976",814,"1,247"
"MORMUKUT Natural Kamalgatta Pooja Mala, Lakshmi Pooja Mala (Lotus Seeds), Kamal Gatta Mala for pooja Beads Wood Necklace Stoneware Yantra",₹89,4.3,Just okay,Good,622,216,126,32,51
SAMSUNG Guru Music 2,"₹2,170",4.3,Worth the money,Value more money,"1,13,600","41,960","14,913","5,120","9,401"
Dr. Morepen BP-11 Bp Monitor,"₹1,099",4.1,Delightful,very good,"25,521","16,365","6,256","1,753","2,985"
CITIZEN ch 432 delux ch-432 Bp Monitor,"₹1,999",4.2,Nice product,Best product,995,488,185,60,86
TOSHIBA M203 256 GB MicroSD Card Class 10 100 MB/s  Memory Card,"₹6,000",4.2,Excellent,Fabulous,"15,130","7,208","2,976",814,"1,247"
"MORMUKUT Natural Kamalgatta Pooja Mala, Lakshmi Pooja Mala (Lotus Seeds), Kamal Gatta Mala for pooja Beads Wood Necklace Stoneware Yantra",₹89,4.3,Very Good,Very nice,622,216,126,32,51
SAMSUNG Guru Music 2,"₹2,170",4.3,Terrific,Super phone,"1,13,600","41,960","14,913","5,120","9,401"
CITIZEN ch 432 delux ch-432 Bp Monitor,"₹1,999",4.2,Simply awesome,Nice work with you,995,488,185,60,86
Dr. Morepen BP-11 Bp Monitor,"₹1,099",4.1,Value-for-money,Using for 2 month. Good easy to handle. Accurate reading. Memory function. Should have one in everyone home.,"25,521","16,365","6,256","1,753","2,985"
TOSHIBA M203 256 GB MicroSD Card Class 10 100 MB/s  Memory Card,"₹6,000",4.2,Perfect product!,nice working,"15,130","7,208","2,976",814,"1,247"
"MORMUKUT Natural Kamalgatta Pooja Mala, Lakshmi Pooja Mala (Lotus Seeds), Kamal Gatta Mala for pooja Beads Wood Necklace Stoneware Yantra",₹89,4.3,Not good,Okay okay 😬,622,216,126,32,51
SAMSUNG Guru Music 2,"₹2,170",4.3,Perfect product!,very nice,"1,13,600","41,960","14,913","5,120","9,401"
CITIZEN ch 432 delux ch-432 Bp Monitor,"₹1,999",4.2,Simply awesome,Good Blood Pressure Machine .,995,488,185,60,86
Dr. Morepen BP-11 Bp Monitor,"₹1,099",4.1,Excellent,good quality but 10difference up or down,"25,521","16,365","6,256","1,753","2,985"
TOSHIBA M203 256 GB MicroSD Card Class 10 100 MB/s  Memory Card,"₹6,000",4.2,Good quality product,good work,"15,130","7,208","2,976",814,"1,247"
"MORMUKUT Natural Kamalgatta Pooja Mala, Lakshmi Pooja Mala (Lotus Seeds), Kamal Gatta Mala for pooja Beads Wood Necklace Stoneware Yantra",₹89,4.3,Excellent,🙏🏻nice,622,216,126,32,51
SAMSUNG Guru Music 2,"₹2,170",4.3,Pretty good,very nice products,"1,13,600","41,960","14,913","5,120","9,401"
CITIZEN ch 432 delux ch-432 Bp Monitor,"₹1,999",4.2,Must buy!,Good product and it gives good service,995,488,185,60,86
Dr. Morepen BP-11 Bp Monitor,"₹1,099",4.1,Unsatisfactory,accuracy problems,"25,521","16,365","6,256","1,753","2,985"
TOSHIBA M203 256 GB MicroSD Card Class 10 100 MB/s  Memory Card,"₹6,000",4.2,Must buy!,Excellent product in this price range....thank you Flipkart...,"15,130","7,208","2,976",814,"1,247"
"MORMUKUT Natural Kamalgatta Pooja Mala, Lakshmi Pooja Mala (Lotus Seeds), Kamal Gatta Mala for pooja Beads Wood Necklace Stoneware Yantra",₹89,4.3,Must buy!,Super,622,216,126,32,51
SAMSUNG Guru Music 2,"₹2,170",4.3,Super!,Call talking and music best phone and important battery makeup strong,"1,13,600","41,960","14,913","5,120","9,401"
Dr. Morepen BP-11 Bp Monitor,"₹1,099",4.1,Delightful,Nice,"25,521","16,365","6,256","1,753","2,985"
TOSHIBA M203 256 GB MicroSD Card Class 10 100 MB/s  Memory Card,"₹6,000",4.2,Could be way better,good product,"15,130","7,208","2,976",814,"1,247"
"MORMUKUT Natural Kamalgatta Pooja Mala, Lakshmi Pooja Mala (Lotus Seeds), Kamal Gatta Mala for pooja Beads Wood Necklace Stoneware Yantra",₹89,4.3,Terrific,I am fully happy,622,216,126,32,51
SAMSUNG Guru Music 2,"₹2,170",4.3,Terrific,Good,"1,13,600","41,960","14,913","5,120","9,401"
Dr. Morepen BP-11 Bp Monitor,"₹1,099",4.1,Very Good,nice,"25,521","16,365","6,256","1,753","2,985"
TOSHIBA M203 256 GB MicroSD Card Class 10 100 MB/s  Memory Card,"₹6,000",4.2,Perfect product!,Really worth every penny....,"15,130","7,208","2,976",814,"1,247"
"MORMUKUT Natural Kamalgatta Pooja Mala, Lakshmi Pooja Mala (Lotus Seeds), Kamal Gatta Mala for pooja Beads Wood Necklace Stoneware Yantra",₹89,4.3,Fabulous!,Very good quality,622,216,126,32,51
SAMSUNG Guru Music 2,"₹2,170",4.3,Worthless,ok,"1,13,600","41,960","14,913","5,120","9,401"
Dr. Morepen BP-11 Bp Monitor,"₹1,099",4.1,Horrible,worst product. its like a toy. good for playing not for mesaurement of bp. redings shown are with very large gap from actual. not of any use. flipkart is not taking it back. worst product. worst service. i will rating in minus if possible.,"25,521","16,365","6,256","1,753","2,985"
TOSHIBA M203 256 GB MicroSD Card Class 10 100 MB/s  Memory Card,"₹6,000",4.2,Mind-blowing purchase,good job,"15,130","7,208","2,976",814,"1,247"
"MORMUKUT Natural Kamalgatta Pooja Mala, Lakshmi Pooja Mala (Lotus Seeds), Kamal Gatta Mala for pooja Beads Wood Necklace Stoneware Yantra",₹89,4.3,Terrific purchase,Amazing product thanks full filpcart,622,216,126,32,51
Dr. Morepen BP-11 Bp Monitor,"₹1,099",4.1,Simply awesome,good,"25,521","16,365","6,256","1,753","2,985"
TOSHIBA M203 256 GB MicroSD Card Class 10 100 MB/s  Memory Card,"₹6,000",4.2,Good quality product,Nice delivery,"15,130","7,208","2,976",814,"1,247"
"MORMUKUT Natural Kamalgatta Pooja Mala, Lakshmi Pooja Mala (Lotus Seeds), Kamal Gatta Mala for pooja Beads Wood Necklace Stoneware Yantra",₹89,4.3,Worth the money,This is a very good quality organic orginals products,622,216,126,32,51
Dr. Morepen BP-11 Bp Monitor,"₹1,099",4.1,Best in the market!,Nice,"25,521","16,365","6,256","1,753","2,985"
TOSHIBA M203 256 GB MicroSD Card Class 10 100 MB/s  Memory Card,"₹6,000",4.2,Nice product,good,"15,130","7,208","2,976",814,"1,247"
"MORMUKUT Natural Kamalgatta Pooja Mala, Lakshmi Pooja Mala (Lotus Seeds), Kamal Gatta Mala for pooja Beads Wood Necklace Stoneware Yantra",₹89,4.3,Excellent,This is very best and good product.. Am so happy thank u flipkart for wonderful product..keep shopping,622,216,126,32,51
Mivi Zero Portable Bluetooth Speaker,₹999,4.4,Value-for-money,"After using it for more than 10 days, Actually I am loving it, sound quality is amazing and I can use it for studying and party both.","5,673","2,218",651,194,366
Mivi Zero Portable Bluetooth Speaker,₹999,4.4,Great product,Its worth & value for money product under 1000. Specially bass is great and clean.,"5,673","2,218",651,194,366
"BOYA By-m1 3.5mm Electret Condenser Microphone with 1/4"" Adapter for Smartphones, DSLR, Camcorders Microphone",₹699,4.1,Worth the money,"Good quality,works good..#gautamfarming@gautamfarming","33,769","13,874","5,869","2,176","5,290"
Mivi Zero Portable Bluetooth Speaker,₹999,4.4,Terrific,It to small,"5,673","2,218",651,194,366
"BOYA By-m1 3.5mm Electret Condenser Microphone with 1/4"" Adapter for Smartphones, DSLR, Camcorders Microphone",₹699,4.1,Great product,Very nice mic..,"33,769","13,874","5,869","2,176","5,290"
Mivi Zero Portable Bluetooth Speaker,₹999,4.4,Very Good,Second time i orderd mivi speaker good quality product & sound quality is fabulous safe delivery from flipkart,"5,673","2,218",651,194,366
"BOYA By-m1 3.5mm Electret Condenser Microphone with 1/4"" Adapter for Smartphones, DSLR, Camcorders Microphone",₹699,4.1,Mind-blowing purchase,Excellent noise and fully satisfied,"33,769","13,874","5,869","2,176","5,290"
"Redmi 7A (Matte Black, 16 GB)","₹6,499",4.3,Brilliant,Excellent,"2,38,141","89,896","32,195","10,062","17,077"
Mivi Zero Portable Bluetooth Speaker,₹999,4.4,Pretty good,Sound a little low,"5,673","2,218",651,194,366
"BOYA By-m1 3.5mm Electret Condenser Microphone with 1/4"" Adapter for Smartphones, DSLR, Camcorders Microphone",₹699,4.1,Excellent,Nice one,"33,769","13,874","5,869","2,176","5,290"
"Redmi 7A (Matte Black, 16 GB)","₹6,499",4.3,Just wow!,Vallue of money,"2,38,141","89,896","32,195","10,062","17,077"
Mivi Zero Portable Bluetooth Speaker,₹999,4.4,Nice product,Good,"5,673","2,218",651,194,366
"BOYA By-m1 3.5mm Electret Condenser Microphone with 1/4"" Adapter for Smartphones, DSLR, Camcorders Microphone",₹699,4.1,does not work for laptop and captures to much noise,quality is ok but it captures to much noise. does not work for laptop pc if anyone knows how to use it with laptop or computer please help.,"33,769","13,874","5,869","2,176","5,290"
